Country,Breed,Breed Type,Sex,Age Groups,Number of Cattle
 England , LINCOLN RED , Non Dairy , F , 72 to 78 months ,75
 England , LINCOLN RED , Non Dairy , F , 78 to 84 months ,317
 England , LINCOLN RED , Non Dairy , F , 84 to 90 months ,44
 England , LINCOLN RED , Non Dairy , F , 90 to 96 months ,241
 England , LINCOLN RED , Non Dairy , F , 96 to102 months ,35
 England , LINCOLN RED , Non Dairy , F , 102+months ,726
 England , LINCOLN RED , Non Dairy , F , -   ,13
 England , LINCOLN RED , Non Dairy , M , 0 to 6 months ,201
 England , LINCOLN RED , Non Dairy , M , 6 to 12 months ,966
 England , LINCOLN RED , Non Dairy , M , 12 to 18 months ,144
 England , LINCOLN RED , Non Dairy , M , 18 to 24 months ,552
 England , LINCOLN RED , Non Dairy , M , 24 to 30 months ,42
 England , LINCOLN RED , Non Dairy , M , 30 to 36 months ,103
 England , LINCOLN RED , Non Dairy , M , 36 to 42 months ,5
 England , LINCOLN RED , Non Dairy , M , 42 to 48 Months ,39
 England , LINCOLN RED , Non Dairy , M , 48 to 54 months ,8
 England , LINCOLN RED , Non Dairy , M , 54 to 60 months ,16
 England , LINCOLN RED , Non Dairy , M , 60 to 66 months ,10
 England , LINCOLN RED , Non Dairy , M , 66 to 72 months ,28
 England , LINCOLN RED , Non Dairy , M , 72 to 78 months ,4
 England , LINCOLN RED , Non Dairy , M , 78 to 84 months ,9
 England , LINCOLN RED , Non Dairy , M , 84 to 90 months ,5
 England , LINCOLN RED , Non Dairy , M , 90 to 96 months ,15
 England , LINCOLN RED , Non Dairy , M , 96 to102 months ,1
 England , LINCOLN RED , Non Dairy , M , 102+months ,25
 England , LINCOLN RED X , Non Dairy , F , 0 to 6 months ,204
 England , LINCOLN RED X , Non Dairy , F , 6 to 12 months ,521
 England , LINCOLN RED X , Non Dairy , F , 12 to 18 months ,157
 England , LINCOLN RED X , Non Dairy , F , 18 to 24 months ,408
 England , LINCOLN RED X , Non Dairy , F , 24 to 30 months ,86
 England , LINCOLN RED X , Non Dairy , F , 30 to 36 months ,208
 England , LINCOLN RED X , Non Dairy , F , 36 to 42 months ,53
 England , LINCOLN RED X , Non Dairy , F , 42 to 48 Months ,151
 England , LINCOLN RED X , Non Dairy , F , 48 to 54 months ,39
 England , LINCOLN RED X , Non Dairy , F , 54 to 60 months ,122
 England , LINCOLN RED X , Non Dairy , F , 60 to 66 months ,58
 England , LINCOLN RED X , Non Dairy , F , 66 to 72 months ,99
 England , LINCOLN RED X , Non Dairy , F , 72 to 78 months ,38
 England , LINCOLN RED X , Non Dairy , F , 78 to 84 months ,91
 England , LINCOLN RED X , Non Dairy , F , 84 to 90 months ,23
 England , LINCOLN RED X , Non Dairy , F , 90 to 96 months ,69
 England , LINCOLN RED X , Non Dairy , F , 96 to102 months ,20
 England , LINCOLN RED X , Non Dairy , F , 102+months ,242
 England , LINCOLN RED X , Non Dairy , F , -   ,1
 England , LINCOLN RED X , Non Dairy , M , 0 to 6 months ,185
 England , LINCOLN RED X , Non Dairy , M , 6 to 12 months ,546
 England , LINCOLN RED X , Non Dairy , M , 12 to 18 months ,151
 England , LINCOLN RED X , Non Dairy , M , 18 to 24 months ,317
 England , LINCOLN RED X , Non Dairy , M , 24 to 30 months ,56
 England , LINCOLN RED X , Non Dairy , M , 30 to 36 months ,23
 England , LINCOLN RED X , Non Dairy , M , 36 to 42 months ,4
 England , LINCOLN RED X , Non Dairy , M , 42 to 48 Months ,3
 England , LINCOLN RED X , Non Dairy , M , 54 to 60 months ,1
 England , LINCOLN RED X , Non Dairy , M , 66 to 72 months ,1
 England , LINCOLN RED X , Non Dairy , M , 72 to 78 months ,1
 England , LINCOLN RED X , Non Dairy , M , 84 to 90 months ,1
 England , LINCOLN RED X , Non Dairy , M , 90 to 96 months ,1
 England , LINCOLN RED X , Non Dairy , M , 102+months ,1
 England , LINCOLN RED X , Non Dairy , M , -   ,1
 England , LONGHORN , Non Dairy , F , 0 to 6 months ,608
 England , LONGHORN , Non Dairy , F , 6 to 12 months ,"1,291"
 England , LONGHORN , Non Dairy , F , 12 to 18 months ,497
 England , LONGHORN , Non Dairy , F , 18 to 24 months ,"1,443"
 England , LONGHORN , Non Dairy , F , 24 to 30 months ,399
 England , LONGHORN , Non Dairy , F , 30 to 36 months ,"1,058"
 England , LONGHORN , Non Dairy , F , 36 to 42 months ,305
 England , LONGHORN , Non Dairy , F , 42 to 48 Months ,849
 England , LONGHORN , Non Dairy , F , 48 to 54 months ,231
 England , LONGHORN , Non Dairy , F , 54 to 60 months ,746
 England , LONGHORN , Non Dairy , F , 60 to 66 months ,204
 England , LONGHORN , Non Dairy , F , 66 to 72 months ,645
 England , LONGHORN , Non Dairy , F , 72 to 78 months ,185
 England , LONGHORN , Non Dairy , F , 78 to 84 months ,569
 England , LONGHORN , Non Dairy , F , 84 to 90 months ,137
 England , LONGHORN , Non Dairy , F , 90 to 96 months ,466
 England , LONGHORN , Non Dairy , F , 96 to102 months ,94
 England , LONGHORN , Non Dairy , F , 102+months ,"1,534"
 England , LONGHORN , Non Dairy , F , -   ,1
 England , LONGHORN , Non Dairy , M , 0 to 6 months ,548
 England , LONGHORN , Non Dairy , M , 6 to 12 months ,"1,365"
 England , LONGHORN , Non Dairy , M , 12 to 18 months ,433
 England , LONGHORN , Non Dairy , M , 18 to 24 months ,"1,185"
 England , LONGHORN , Non Dairy , M , 24 to 30 months ,243
 England , LONGHORN , Non Dairy , M , 30 to 36 months ,252
 England , LONGHORN , Non Dairy , M , 36 to 42 months ,36
 England , LONGHORN , Non Dairy , M , 42 to 48 Months ,87
 England , LONGHORN , Non Dairy , M , 48 to 54 months ,16
 England , LONGHORN , Non Dairy , M , 54 to 60 months ,51
 England , LONGHORN , Non Dairy , M , 60 to 66 months ,9
 England , LONGHORN , Non Dairy , M , 66 to 72 months ,46
 England , LONGHORN , Non Dairy , M , 72 to 78 months ,9
 England , LONGHORN , Non Dairy , M , 78 to 84 months ,33
 England , LONGHORN , Non Dairy , M , 84 to 90 months ,4
 England , LONGHORN , Non Dairy , M , 90 to 96 months ,34
 England , LONGHORN , Non Dairy , M , 96 to102 months ,2
 England , LONGHORN , Non Dairy , M , 102+months ,72
 England , LONGHORN , Non Dairy , -   , 42 to 48 Months ,1
 England , LONGHORN X , Non Dairy , F , 0 to 6 months ,145
 England , LONGHORN X , Non Dairy , F , 6 to 12 months ,232
 England , LONGHORN X , Non Dairy , F , 12 to 18 months ,138
 England , LONGHORN X , Non Dairy , F , 18 to 24 months ,224
 England , LONGHORN X , Non Dairy , F , 24 to 30 months ,75
 England , LONGHORN X , Non Dairy , F , 30 to 36 months ,93
 England , LONGHORN X , Non Dairy , F , 36 to 42 months ,66
 England , LONGHORN X , Non Dairy , F , 42 to 48 Months ,88
 England , LONGHORN X , Non Dairy , F , 48 to 54 months ,34
 England , LONGHORN X , Non Dairy , F , 54 to 60 months ,56
 England , LONGHORN X , Non Dairy , F , 60 to 66 months ,42
 England , LONGHORN X , Non Dairy , F , 66 to 72 months ,81
 England , LONGHORN X , Non Dairy , F , 72 to 78 months ,32
 England , LONGHORN X , Non Dairy , F , 78 to 84 months ,51
 England , LONGHORN X , Non Dairy , F , 84 to 90 months ,29
 England , LONGHORN X , Non Dairy , F , 90 to 96 months ,44
 England , LONGHORN X , Non Dairy , F , 96 to102 months ,21
 England , LONGHORN X , Non Dairy , F , 102+months ,270
 England , LONGHORN X , Non Dairy , F , -   ,2
 England , LONGHORN X , Non Dairy , M , 0 to 6 months ,139
 England , LONGHORN X , Non Dairy , M , 6 to 12 months ,223
 England , LONGHORN X , Non Dairy , M , 12 to 18 months ,144
 England , LONGHORN X , Non Dairy , M , 18 to 24 months ,197
 England , LONGHORN X , Non Dairy , M , 24 to 30 months ,39
 England , LONGHORN X , Non Dairy , M , 30 to 36 months ,21
 England , LONGHORN X , Non Dairy , M , 36 to 42 months ,2
 England , LONGHORN X , Non Dairy , M , 42 to 48 Months ,4
 England , LONGHORN X , Non Dairy , M , 66 to 72 months ,2
 England , LONGHORN X , Non Dairy , M , 84 to 90 months ,1
 England , LONGHORN X , Non Dairy , M , 102+months ,5
 England , LONGHORN X , Non Dairy , M , -   ,2
 England , LUING , Non Dairy , F , 0 to 6 months ,26
 England , LUING , Non Dairy , F , 6 to 12 months ,335
 England , LUING , Non Dairy , F , 12 to 18 months ,32
 England , LUING , Non Dairy , F , 18 to 24 months ,338
 England , LUING , Non Dairy , F , 24 to 30 months ,35
 England , LUING , Non Dairy , F , 30 to 36 months ,363
 England , LUING , Non Dairy , F , 36 to 42 months ,20
 England , LUING , Non Dairy , F , 42 to 48 Months ,244
 England , LUING , Non Dairy , F , 48 to 54 months ,15
 England , LUING , Non Dairy , F , 54 to 60 months ,231
 England , LUING , Non Dairy , F , 60 to 66 months ,10
 England , LUING , Non Dairy , F , 66 to 72 months ,221
 England , LUING , Non Dairy , F , 72 to 78 months ,7
 England , LUING , Non Dairy , F , 78 to 84 months ,92
 England , LUING , Non Dairy , F , 90 to 96 months ,76
 England , LUING , Non Dairy , F , 96 to102 months ,3
 England , LUING , Non Dairy , F , 102+months ,168
 England , LUING , Non Dairy , M , 0 to 6 months ,26
 England , LUING , Non Dairy , M , 6 to 12 months ,304
 England , LUING , Non Dairy , M , 12 to 18 months ,21
 England , LUING , Non Dairy , M , 18 to 24 months ,233
 England , LUING , Non Dairy , M , 24 to 30 months ,19
 England , LUING , Non Dairy , M , 30 to 36 months ,32
 England , LUING , Non Dairy , M , 36 to 42 months ,1
 England , LUING , Non Dairy , M , 42 to 48 Months ,9
 England , LUING , Non Dairy , M , 54 to 60 months ,8
 England , LUING , Non Dairy , M , 66 to 72 months ,4
 England , LUING , Non Dairy , M , 78 to 84 months ,2
 England , LUING , Non Dairy , M , 90 to 96 months ,4
 England , LUING , Non Dairy , M , 102+months ,2
 England , LUING X , Non Dairy , F , 0 to 6 months ,56
 England , LUING X , Non Dairy , F , 6 to 12 months ,86
 England , LUING X , Non Dairy , F , 12 to 18 months ,34
 England , LUING X , Non Dairy , F , 18 to 24 months ,79
 England , LUING X , Non Dairy , F , 24 to 30 months ,24
 England , LUING X , Non Dairy , F , 30 to 36 months ,56
 England , LUING X , Non Dairy , F , 36 to 42 months ,14
 England , LUING X , Non Dairy , F , 42 to 48 Months ,33
 England , LUING X , Non Dairy , F , 48 to 54 months ,4
 England , LUING X , Non Dairy , F , 54 to 60 months ,35
 England , LUING X , Non Dairy , F , 60 to 66 months ,11
 England , LUING X , Non Dairy , F , 66 to 72 months ,24
 England , LUING X , Non Dairy , F , 72 to 78 months ,7
 England , LUING X , Non Dairy , F , 78 to 84 months ,13
 England , LUING X , Non Dairy , F , 84 to 90 months ,9
 England , LUING X , Non Dairy , F , 90 to 96 months ,14
 England , LUING X , Non Dairy , F , 96 to102 months ,3
 England , LUING X , Non Dairy , F , 102+months ,40
 England , LUING X , Non Dairy , M , 0 to 6 months ,57
 England , LUING X , Non Dairy , M , 6 to 12 months ,76
 England , LUING X , Non Dairy , M , 12 to 18 months ,31
 England , LUING X , Non Dairy , M , 18 to 24 months ,104
 England , LUING X , Non Dairy , M , 24 to 30 months ,13
 England , LUING X , Non Dairy , M , 30 to 36 months ,1
 England , LUING X , Non Dairy , M , 36 to 42 months ,3
 England , LUING X , Non Dairy , M , 42 to 48 Months ,1
 England , MAINE ANJOU , Non Dairy , F , 0 to 6 months ,5
 England , MAINE ANJOU , Non Dairy , F , 6 to 12 months ,13
 England , MAINE ANJOU , Non Dairy , F , 18 to 24 months ,7
 England , MAINE ANJOU , Non Dairy , F , 24 to 30 months ,1
 England , MAINE ANJOU , Non Dairy , F , 30 to 36 months ,5
 England , MAINE ANJOU , Non Dairy , F , 42 to 48 Months ,1
 England , MAINE ANJOU , Non Dairy , F , 48 to 54 months ,1
 England , MAINE ANJOU , Non Dairy , F , 54 to 60 months ,3
 England , MAINE ANJOU , Non Dairy , F , 66 to 72 months ,9
 England , MAINE ANJOU , Non Dairy , F , 72 to 78 months ,3
 England , MAINE ANJOU , Non Dairy , F , 78 to 84 months ,9
 England , MAINE ANJOU , Non Dairy , F , 84 to 90 months ,2
 England , MAINE ANJOU , Non Dairy , F , 90 to 96 months ,4
 England , MAINE ANJOU , Non Dairy , F , 96 to102 months ,2
 England , MAINE ANJOU , Non Dairy , F , 102+months ,20
 England , MAINE ANJOU , Non Dairy , M , 0 to 6 months ,1
 England , MAINE ANJOU , Non Dairy , M , 6 to 12 months ,8
 England , MAINE ANJOU , Non Dairy , M , 12 to 18 months ,3
 England , MAINE ANJOU , Non Dairy , M , 18 to 24 months ,16
 England , MAINE ANJOU , Non Dairy , M , 24 to 30 months ,2
 England , MAINE ANJOU , Non Dairy , M , 30 to 36 months ,4
 England , MAINE ANJOU X , Non Dairy , F , 0 to 6 months ,33
 England , MAINE ANJOU X , Non Dairy , F , 6 to 12 months ,71
 England , MAINE ANJOU X , Non Dairy , F , 12 to 18 months ,44
 England , MAINE ANJOU X , Non Dairy , F , 18 to 24 months ,65
 England , MAINE ANJOU X , Non Dairy , F , 24 to 30 months ,22
 England , MAINE ANJOU X , Non Dairy , F , 30 to 36 months ,21
 England , MAINE ANJOU X , Non Dairy , F , 36 to 42 months ,35
 England , MAINE ANJOU X , Non Dairy , F , 42 to 48 Months ,21
 England , MAINE ANJOU X , Non Dairy , F , 48 to 54 months ,33
 England , MAINE ANJOU X , Non Dairy , F , 54 to 60 months ,27
 England , MAINE ANJOU X , Non Dairy , F , 60 to 66 months ,30
 England , MAINE ANJOU X , Non Dairy , F , 66 to 72 months ,25
 England , MAINE ANJOU X , Non Dairy , F , 72 to 78 months ,24
 England , MAINE ANJOU X , Non Dairy , F , 78 to 84 months ,18
 England , MAINE ANJOU X , Non Dairy , F , 84 to 90 months ,14
 England , MAINE ANJOU X , Non Dairy , F , 90 to 96 months ,23
 England , MAINE ANJOU X , Non Dairy , F , 96 to102 months ,15
 England , MAINE ANJOU X , Non Dairy , F , 102+months ,95
 England , MAINE ANJOU X , Non Dairy , M , 0 to 6 months ,43
 England , MAINE ANJOU X , Non Dairy , M , 6 to 12 months ,72
 England , MAINE ANJOU X , Non Dairy , M , 12 to 18 months ,36
 England , MAINE ANJOU X , Non Dairy , M , 18 to 24 months ,56
 England , MAINE ANJOU X , Non Dairy , M , 24 to 30 months ,11
 England , MAINE ANJOU X , Non Dairy , M , 30 to 36 months ,3
 England , MAINE ANJOU X , Non Dairy , M , 36 to 42 months ,1
 England , MAINE ANJOU X , Non Dairy , M , 42 to 48 Months ,1
 England , MAINE ANJOU X , Non Dairy , M , 54 to 60 months ,3
 England , MAINE ANJOU X , Non Dairy , M , 60 to 66 months ,1
 England , MAINE ANJOU X , Non Dairy , M , 102+months ,1
 England , MARCHIGIANA , Non Dairy , F , 90 to 96 months ,1
 England , MARCHIGIANA , Non Dairy , F , 102+months ,4
 England , MARCHIGIANA X , Non Dairy , F , 0 to 6 months ,4
 England , MARCHIGIANA X , Non Dairy , F , 6 to 12 months ,3
 England , MARCHIGIANA X , Non Dairy , F , 18 to 24 months ,3
 England , MARCHIGIANA X , Non Dairy , F , 24 to 30 months ,2
 England , MARCHIGIANA X , Non Dairy , F , 30 to 36 months ,3
 England , MARCHIGIANA X , Non Dairy , F , 36 to 42 months ,1
 England , MARCHIGIANA X , Non Dairy , F , 42 to 48 Months ,2
 England , MARCHIGIANA X , Non Dairy , F , 54 to 60 months ,6
 England , MARCHIGIANA X , Non Dairy , F , 72 to 78 months ,1
 England , MARCHIGIANA X , Non Dairy , F , 78 to 84 months ,1
 England , MARCHIGIANA X , Non Dairy , F , 90 to 96 months ,1
 England , MARCHIGIANA X , Non Dairy , F , 102+months ,27
 England , MARCHIGIANA X , Non Dairy , M , 6 to 12 months ,1
 England , MARCHIGIANA X , Non Dairy , M , 12 to 18 months ,6
 England , MARCHIGIANA X , Non Dairy , M , 18 to 24 months ,2
 England , MARCHIGIANA X , Non Dairy , M , 102+months ,1
 England , MEUSE RHINE ISSEL , Non Dairy , F , 0 to 6 months ,363
 England , MEUSE RHINE ISSEL , Non Dairy , F , 6 to 12 months ,232
 England , MEUSE RHINE ISSEL , Non Dairy , F , 12 to 18 months ,362
 England , MEUSE RHINE ISSEL , Non Dairy , F , 18 to 24 months ,232
 England , MEUSE RHINE ISSEL , Non Dairy , F , 24 to 30 months ,372
 England , MEUSE RHINE ISSEL , Non Dairy , F , 30 to 36 months ,254
 England , MEUSE RHINE ISSEL , Non Dairy , F , 36 to 42 months ,312
 England , MEUSE RHINE ISSEL , Non Dairy , F , 42 to 48 Months ,223
 England , MEUSE RHINE ISSEL , Non Dairy , F , 48 to 54 months ,313
 England , MEUSE RHINE ISSEL , Non Dairy , F , 54 to 60 months ,201
 England , MEUSE RHINE ISSEL , Non Dairy , F , 60 to 66 months ,263
 England , MEUSE RHINE ISSEL , Non Dairy , F , 66 to 72 months ,136
 England , MEUSE RHINE ISSEL , Non Dairy , F , 72 to 78 months ,199
 England , MEUSE RHINE ISSEL , Non Dairy , F , 78 to 84 months ,146
 England , MEUSE RHINE ISSEL , Non Dairy , F , 84 to 90 months ,156
 England , MEUSE RHINE ISSEL , Non Dairy , F , 90 to 96 months ,112
 England , MEUSE RHINE ISSEL , Non Dairy , F , 96 to102 months ,120
 England , MEUSE RHINE ISSEL , Non Dairy , F , 102+months ,467
 England , MEUSE RHINE ISSEL , Non Dairy , F , -   ,1
 England , MEUSE RHINE ISSEL , Non Dairy , M , 0 to 6 months ,437
 England , MEUSE RHINE ISSEL , Non Dairy , M , 6 to 12 months ,221
 England , MEUSE RHINE ISSEL , Non Dairy , M , 12 to 18 months ,379
 England , MEUSE RHINE ISSEL , Non Dairy , M , 18 to 24 months ,203
 England , MEUSE RHINE ISSEL , Non Dairy , M , 24 to 30 months ,176
 England , MEUSE RHINE ISSEL , Non Dairy , M , 30 to 36 months ,26
 England , MEUSE RHINE ISSEL , Non Dairy , M , 36 to 42 months ,12
 England , MEUSE RHINE ISSEL , Non Dairy , M , 42 to 48 Months ,2
 England , MEUSE RHINE ISSEL , Non Dairy , M , 48 to 54 months ,3
 England , MEUSE RHINE ISSEL , Non Dairy , M , 54 to 60 months ,3
 England , MEUSE RHINE ISSEL , Non Dairy , M , 60 to 66 months ,3
 England , MEUSE RHINE ISSEL , Non Dairy , M , 66 to 72 months ,1
 England , MEUSE RHINE ISSEL , Non Dairy , M , 72 to 78 months ,1
 England , MEUSE RHINE ISSEL , Non Dairy , M , 78 to 84 months ,1
 England , MEUSE RHINE ISSEL , Non Dairy , M , 90 to 96 months ,1
 England , MEUSE RHINE ISSEL , Non Dairy , M , 96 to102 months ,2
 England , MEUSE RHINE ISSEL , Non Dairy , M , 102+months ,13
 England , MEUSE RHINE ISSEL X , Non Dairy , F , 0 to 6 months ,239
 England , MEUSE RHINE ISSEL X , Non Dairy , F , 6 to 12 months ,161
 England , MEUSE RHINE ISSEL X , Non Dairy , F , 12 to 18 months ,200
 England , MEUSE RHINE ISSEL X , Non Dairy , F , 18 to 24 months ,243
 England , MEUSE RHINE ISSEL X , Non Dairy , F , 24 to 30 months ,300
 England , MEUSE RHINE ISSEL X , Non Dairy , F , 30 to 36 months ,265
 England , MEUSE RHINE ISSEL X , Non Dairy , F , 36 to 42 months ,317
 England , MEUSE RHINE ISSEL X , Non Dairy , F , 42 to 48 Months ,268
 England , MEUSE RHINE ISSEL X , Non Dairy , F , 48 to 54 months ,323
 England , MEUSE RHINE ISSEL X , Non Dairy , F , 54 to 60 months ,266
 England , MEUSE RHINE ISSEL X , Non Dairy , F , 60 to 66 months ,269
 England , MEUSE RHINE ISSEL X , Non Dairy , F , 66 to 72 months ,267
 England , MEUSE RHINE ISSEL X , Non Dairy , F , 72 to 78 months ,245
 England , MEUSE RHINE ISSEL X , Non Dairy , F , 78 to 84 months ,264
 England , MEUSE RHINE ISSEL X , Non Dairy , F , 84 to 90 months ,243
 England , MEUSE RHINE ISSEL X , Non Dairy , F , 90 to 96 months ,207
 England , MEUSE RHINE ISSEL X , Non Dairy , F , 96 to102 months ,210
 England , MEUSE RHINE ISSEL X , Non Dairy , F , 102+months ,"1,082"
 England , MEUSE RHINE ISSEL X , Non Dairy , M , 0 to 6 months ,321
 England , MEUSE RHINE ISSEL X , Non Dairy , M , 6 to 12 months ,282
 England , MEUSE RHINE ISSEL X , Non Dairy , M , 12 to 18 months ,273
 England , MEUSE RHINE ISSEL X , Non Dairy , M , 18 to 24 months ,291
 England , MEUSE RHINE ISSEL X , Non Dairy , M , 24 to 30 months ,127
 England , MEUSE RHINE ISSEL X , Non Dairy , M , 30 to 36 months ,20
 England , MEUSE RHINE ISSEL X , Non Dairy , M , 36 to 42 months ,7
 England , MEUSE RHINE ISSEL X , Non Dairy , M , 42 to 48 Months ,5
 England , MEUSE RHINE ISSEL X , Non Dairy , M , 48 to 54 months ,7
 England , MEUSE RHINE ISSEL X , Non Dairy , M , 54 to 60 months ,4
 England , MEUSE RHINE ISSEL X , Non Dairy , M , 60 to 66 months ,6
 England , MEUSE RHINE ISSEL X , Non Dairy , M , 66 to 72 months ,3
 England , MEUSE RHINE ISSEL X , Non Dairy , M , 72 to 78 months ,3
 England , MEUSE RHINE ISSEL X , Non Dairy , M , 78 to 84 months ,2
 England , MEUSE RHINE ISSEL X , Non Dairy , M , 90 to 96 months ,2
 England , MEUSE RHINE ISSEL X , Non Dairy , M , 96 to102 months ,2
 England , MEUSE RHINE ISSEL X , Non Dairy , M , 102+months ,18
 England , MEUSE RHINE ISSEL X , Non Dairy , M , -   ,1
 England , MONTBELIARDE , Non Dairy , F , 0 to 6 months ,913
 England , MONTBELIARDE , Non Dairy , F , 6 to 12 months ,622
 England , MONTBELIARDE , Non Dairy , F , 12 to 18 months ,859
 England , MONTBELIARDE , Non Dairy , F , 18 to 24 months ,464
 England , MONTBELIARDE , Non Dairy , F , 24 to 30 months ,745
 England , MONTBELIARDE , Non Dairy , F , 30 to 36 months ,446
 England , MONTBELIARDE , Non Dairy , F , 36 to 42 months ,647
 England , MONTBELIARDE , Non Dairy , F , 42 to 48 Months ,396
 England , MONTBELIARDE , Non Dairy , F , 48 to 54 months ,519
 England , MONTBELIARDE , Non Dairy , F , 54 to 60 months ,262
 England , MONTBELIARDE , Non Dairy , F , 60 to 66 months ,432
 England , MONTBELIARDE , Non Dairy , F , 66 to 72 months ,291
 England , MONTBELIARDE , Non Dairy , F , 72 to 78 months ,328
 England , MONTBELIARDE , Non Dairy , F , 78 to 84 months ,186
 England , MONTBELIARDE , Non Dairy , F , 84 to 90 months ,187
 England , MONTBELIARDE , Non Dairy , F , 90 to 96 months ,119
 England , MONTBELIARDE , Non Dairy , F , 96 to102 months ,119
 England , MONTBELIARDE , Non Dairy , F , 102+months ,387
 England , MONTBELIARDE , Non Dairy , M , 0 to 6 months ,770
 England , MONTBELIARDE , Non Dairy , M , 6 to 12 months ,473
 England , MONTBELIARDE , Non Dairy , M , 12 to 18 months ,633
 England , MONTBELIARDE , Non Dairy , M , 18 to 24 months ,366
 England , MONTBELIARDE , Non Dairy , M , 24 to 30 months ,269
 England , MONTBELIARDE , Non Dairy , M , 30 to 36 months ,59
 England , MONTBELIARDE , Non Dairy , M , 36 to 42 months ,17
 England , MONTBELIARDE , Non Dairy , M , 42 to 48 Months ,9
 England , MONTBELIARDE , Non Dairy , M , 48 to 54 months ,10
 England , MONTBELIARDE , Non Dairy , M , 54 to 60 months ,3
 England , MONTBELIARDE , Non Dairy , M , 60 to 66 months ,2
 England , MONTBELIARDE , Non Dairy , M , 66 to 72 months ,1
 England , MONTBELIARDE , Non Dairy , M , 72 to 78 months ,2
 England , MONTBELIARDE , Non Dairy , M , 90 to 96 months ,2
 England , MONTBELIARDE , Non Dairy , M , 102+months ,14
 England , MONTBELIARDE X , Non Dairy , F , 0 to 6 months ,"2,550"
 England , MONTBELIARDE X , Non Dairy , F , 6 to 12 months ,"1,778"
 England , MONTBELIARDE X , Non Dairy , F , 12 to 18 months ,"2,244"
 England , MONTBELIARDE X , Non Dairy , F , 18 to 24 months ,"1,841"
 England , MONTBELIARDE X , Non Dairy , F , 24 to 30 months ,"1,955"
 England , MONTBELIARDE X , Non Dairy , F , 30 to 36 months ,"1,464"
 England , MONTBELIARDE X , Non Dairy , F , 36 to 42 months ,"1,679"
 England , MONTBELIARDE X , Non Dairy , F , 42 to 48 Months ,"1,251"
 England , MONTBELIARDE X , Non Dairy , F , 48 to 54 months ,"1,241"
 England , MONTBELIARDE X , Non Dairy , F , 54 to 60 months ,971
 England , MONTBELIARDE X , Non Dairy , F , 60 to 66 months ,828
 England , MONTBELIARDE X , Non Dairy , F , 66 to 72 months ,609
 England , MONTBELIARDE X , Non Dairy , F , 72 to 78 months ,562
 England , MONTBELIARDE X , Non Dairy , F , 78 to 84 months ,407
 England , MONTBELIARDE X , Non Dairy , F , 84 to 90 months ,514
 England , MONTBELIARDE X , Non Dairy , F , 90 to 96 months ,306
 England , MONTBELIARDE X , Non Dairy , F , 96 to102 months ,244
 England , MONTBELIARDE X , Non Dairy , F , 102+months ,685
 England , MONTBELIARDE X , Non Dairy , M , 0 to 6 months ,"2,536"
 England , MONTBELIARDE X , Non Dairy , M , 6 to 12 months ,"1,731"
 England , MONTBELIARDE X , Non Dairy , M , 12 to 18 months ,"1,739"
 England , MONTBELIARDE X , Non Dairy , M , 18 to 24 months ,"1,142"
 England , MONTBELIARDE X , Non Dairy , M , 24 to 30 months ,725
 England , MONTBELIARDE X , Non Dairy , M , 30 to 36 months ,124
 England , MONTBELIARDE X , Non Dairy , M , 36 to 42 months ,28
 England , MONTBELIARDE X , Non Dairy , M , 42 to 48 Months ,25
 England , MONTBELIARDE X , Non Dairy , M , 48 to 54 months ,12
 England , MONTBELIARDE X , Non Dairy , M , 54 to 60 months ,12
 England , MONTBELIARDE X , Non Dairy , M , 60 to 66 months ,6
 England , MONTBELIARDE X , Non Dairy , M , 66 to 72 months ,5
 England , MONTBELIARDE X , Non Dairy , M , 72 to 78 months ,8
 England , MONTBELIARDE X , Non Dairy , M , 78 to 84 months ,3
 England , MONTBELIARDE X , Non Dairy , M , 84 to 90 months ,1
 England , MONTBELIARDE X , Non Dairy , M , 90 to 96 months ,3
 England , MONTBELIARDE X , Non Dairy , M , 96 to102 months ,8
 England , MONTBELIARDE X , Non Dairy , M , 102+months ,9
 England , MURRAY GREY , Non Dairy , F , 0 to 6 months ,42
 England , MURRAY GREY , Non Dairy , F , 6 to 12 months ,105
 England , MURRAY GREY , Non Dairy , F , 12 to 18 months ,25
 England , MURRAY GREY , Non Dairy , F , 18 to 24 months ,115
 England , MURRAY GREY , Non Dairy , F , 24 to 30 months ,30
 England , MURRAY GREY , Non Dairy , F , 30 to 36 months ,83
 England , MURRAY GREY , Non Dairy , F , 36 to 42 months ,26
 England , MURRAY GREY , Non Dairy , F , 42 to 48 Months ,74
 England , MURRAY GREY , Non Dairy , F , 48 to 54 months ,19
 England , MURRAY GREY , Non Dairy , F , 54 to 60 months ,56
 England , MURRAY GREY , Non Dairy , F , 60 to 66 months ,8
 England , MURRAY GREY , Non Dairy , F , 66 to 72 months ,35
 England , MURRAY GREY , Non Dairy , F , 72 to 78 months ,17
 England , MURRAY GREY , Non Dairy , F , 78 to 84 months ,41
 England , MURRAY GREY , Non Dairy , F , 84 to 90 months ,10
 England , MURRAY GREY , Non Dairy , F , 90 to 96 months ,52
 England , MURRAY GREY , Non Dairy , F , 96 to102 months ,8
 England , MURRAY GREY , Non Dairy , F , 102+months ,209
 England , MURRAY GREY , Non Dairy , M , 0 to 6 months ,40
 England , MURRAY GREY , Non Dairy , M , 6 to 12 months ,115
 England , MURRAY GREY , Non Dairy , M , 12 to 18 months ,23
